Date,Close
1/12/16,152.389999
2/12/16,152.25
5/12/16,152.160004
6/12/16,152.240005
7/12/16,154.139999
8/12/16,155.389999
9/12/16,156.490005
12/12/16,157.160004
13/12/16,156.660004
14/12/16,154.470001
15/12/16,153.770004
16/12/16,154.5
19/12/16,156.179993
20/12/16,156.389999
21/12/16,157.479996
22/12/16,157.460007
23/12/16,157.809998
27/12/16,157.479996
28/12/16,156.100006
29/12/16,155.690002
30/12/16,155.679993
